Sample	Kingdom	Phylum	Class_taxa	Order_taxa	Family	Genus	Relative_abundance
211_v3	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	0
211_v3	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0.1485172
211_v3	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Other	0
211_v3	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	NA	0.004151839
211_v3	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	AF12	0
211_v3	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	0
211_v3	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	NA	0.021589561
211_v3	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Barnesiellaceae	NA	0.009489917
211_v3	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Butyricimonas	0.003914591
211_v3	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Odoribacter	0
211_v3	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Paraprevotellaceae	NA	0
211_v3	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Paraprevotellaceae	CF231	0
211_v3	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Paraprevotellaceae	Paraprevotella	0.002965599
211_v3	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Paraprevotellaceae	YRC22	0
211_v3	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Paraprevotellaceae	Prevotella	0.089561091
211_v3	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Other	0
211_v3	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	NA	0
211_v3	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	0
211_v3	Bacteria	Chloroflexi	Thermomicrobia	JG30-KF-CM45	NA	NA	0
211_v3	Bacteria	Cyanobacteria	4C0d-2	YS2	NA	NA	0
211_v3	Bacteria	Cyanobacteria	Chloroplast	Streptophyta	NA	NA	0
211_v3	Bacteria	Elusimicrobia	Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae	NA	0
211_v3	Bacteria	Elusimicrobia	Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae	Elusimicrobium	0
211_v3	Bacteria	Firmicutes	Other	Other	Other	Other	0
211_v3	Bacteria	Firmicutes	Bacilli	Other	Other	Other	0
211_v3	Bacteria	Firmicutes	Bacilli	Bacillales	Other	Other	0
211_v3	Bacteria	Firmicutes	Bacilli	Bacillales	NA	NA	0
211_v3	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Other	0
211_v3	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA	0
211_v3	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	0
211_v3	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	0
211_v3	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	0
211_v3	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Other	0
211_v3	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Cohnella	0
211_v3	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	0
211_v3	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	NA	0
211_v3	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Lysinibacillus	0
211_v3	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Sporosarcina	0
211_v3	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Other	0
211_v3	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Jeotgalicoccus	0
211_v3	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	2.37248e-4
211_v3	Bacteria	Firmicutes	Bacilli	Gemellales	Gemellaceae	NA	0
211_v3	Bacteria	Firmicutes	Bacilli	Gemellales	Gemellaceae	Gemella	0
211_v3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Other	Other	0
211_v3	Bacteria	Firmicutes	Bacilli	Lactobacillales	NA	NA	0
211_v3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Other	0
211_v3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Facklamia	0
211_v3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	0
211_v3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Other	0
211_v3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	NA	0
211_v3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	2.37248e-4
211_v3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Vagococcus	0
211_v3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	NA	0
211_v3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	0.016251483
211_v3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	NA	0
211_v3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	0
211_v3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	0
211_v3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.001067616
211_v3	Bacteria	Firmicutes	Bacilli	Turicibacterales	Turicibacteraceae	Turicibacter	0
211_v3	Bacteria	Firmicutes	Clostridia	Clostridiales	Other	Other	0.010083037
211_v3	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	0.097508897
211_v3	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	NA	4.74496e-4
211_v3	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenella	0
211_v3	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Other	5.9312e-4
211_v3	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA	0.002135231
211_v3	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Caloramator	0
211_v3	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	3.55872e-4
211_v3	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	SMB53	0
211_v3	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Sarcina	0
211_v3	Bacteria	Firmicutes	Clostridia	Clostridiales	Dehalobacteriaceae	NA	0
211_v3	Bacteria	Firmicutes	Clostridia	Clostridiales	Dehalobacteriaceae	Dehalobacterium	0
211_v3	Bacteria	Firmicutes	Clostridia	Clostridiales	EtOH8	NA	0
211_v3	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Anaerofustis	0
211_v3	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Pseudoramibacter_Eubacterium	0
211_v3	Bacteria	Firmicutes	Clostridia	Clostridiales	Gracilibacteraceae	NA	0
211_v3	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Other	0.00569395
211_v3	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	0.110438909
211_v3	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes	3.55872e-4
211_v3	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	0.063345196
211_v3	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio	0
211_v3	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium	0
211_v3	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	0.04911032
211_v3	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	0.005575326
211_v3	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Epulopiscium	0
211_v3	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnobacterium	1.18624e-4
211_v3	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira	0.021470937
211_v3	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Pseudobutyrivibrio	0
211_v3	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	3.55872e-4
211_v3	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus	4.74496e-4
211_v3	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	NA	0
211_v3	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfitobacter	0
211_v3	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Peptococcus	0
211_v3	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	rc4-4	0
211_v3	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Other	0
211_v3	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	NA	0
211_v3	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus	0
211_v3	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Other	1.18624e-4
211_v3	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	0.098932384
211_v3	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	0
211_v3	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Butyricicoccus	0
211_v3	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	0.002609727
211_v3	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	0.006049822
211_v3	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	0.036892052
211_v3	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	NA	0
211_v3	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Acidaminococcus	0
211_v3	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Anaerovibrio	0
211_v3	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Dialister	0
211_v3	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Megamonas	0
211_v3	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Megasphaera	0
211_v3	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Mitsuokella	0
211_v3	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Phascolarctobacterium	0.001779359
211_v3	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Succiniclasticum	0
211_v3	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Veillonella	1.18624e-4
211_v3	Bacteria	Firmicutes	Clostridia	Clostridiales	Mogibacteriaceae	NA	1.18624e-4
211_v3	Bacteria	Firmicutes	Clostridia	Clostridiales	Mogibacteriaceae	Mogibacterium	0
211_v3	Bacteria	Firmicutes	Clostridia	Clostridiales	Tissierellaceae	Anaerococcus	0
211_v3	Bacteria	Firmicutes	Clostridia	Clostridiales	Tissierellaceae	Finegoldia	0
211_v3	Bacteria	Firmicutes	Clostridia	Clostridiales	Tissierellaceae	Parvimonas	0
211_v3	Bacteria	Firmicutes	Clostridia	Clostridiales	Tissierellaceae	Tissierella_Soehngenia	0
211_v3	Bacteria	Firmicutes	Clostridia	Clostridiales	Tissierellaceae	ph2	0
211_v3	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	NA	7.11744e-4
211_v3	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Allobaculum	0
211_v3	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Bulleidia	0
211_v3	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Catenibacterium	0
211_v3	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Clostridium	0
211_v3	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Coprobacillus	0
211_v3	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Holdemania	0
211_v3	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	PSB-M-3	0
211_v3	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Sharpea	0
211_v3	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Eubacterium	5.9312e-4
211_v3	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	cc_115	0
211_v3	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	p-75-a5	1.18624e-4
211_v3	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Cetobacterium	0
211_v3	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	0
211_v3	Bacteria	Lentisphaerae	Lentisphaeria	Victivallales	Victivallaceae	NA	0
211_v3	Bacteria	Proteobacteria	Alphaproteobacteria	RF32	NA	NA	0
211_v3	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	NA	0
211_v3	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Other	0
211_v3	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	mitochondria	Other	0
211_v3	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	0
211_v3	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	0
211_v3	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	NA	0
211_v3	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Sutterella	7.11744e-4
211_v3	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia	0
211_v3	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	NA	0
211_v3	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	0
211_v3	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Delftia	0
211_v3	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	NA	0
211_v3	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Other	0
211_v3	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	NA	0
211_v3	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Other	0
211_v3	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	NA	0
211_v3	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Bilophila	4.74496e-4
211_v3	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	3.55872e-4
211_v3	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	NA	NA	0
211_v3	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	0
211_v3	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	NA	0
211_v3	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Flexispira	0
211_v3	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	0
211_v3	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	NA	0
211_v3	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	unclassified	0
211_v3	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	0
211_v3	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Chromatiaceae	Rheinheimera	0
211_v3	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Other	0
211_v3	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	NA	2.37248e-4
211_v3	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	0
211_v3	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	0
211_v3	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Morganella	0
211_v3	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Proteus	0
211_v3	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Serratia	0
211_v3	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Other	0
211_v3	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	0
211_v3	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	0
211_v3	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	0
211_v3	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	0
211_v3	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	0
211_v3	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	NA	0
211_v3	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	0
211_v3	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Other	0
211_v3	Bacteria	TM7	TM7-3	NA	NA	NA	0
211_v3	Bacteria	TM7	TM7-3	CW040	F16	NA	0
211_v3	Bacteria	Tenericutes	Mollicutes	Anaeroplasmatales	Anaeroplasmataceae	NA	0
211_v3	Bacteria	Tenericutes	Mollicutes	Anaeroplasmatales	Anaeroplasmataceae	Anaeroplasma	0
211_v3	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	0.005812574
211_v3	Bacteria	Tenericutes	RF3	ML615J-28	NA	NA	0
211_v3	Bacteria	Verrucomicrobia	Opitutae	Cerasicoccales	Cerasicoccaceae	NA	0
211_v3	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia	0
211_v3	Bacteria	Thermi	Deinococci	Thermales	Thermaceae	Meiothermu_	0
211_v4	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	0.0012171
211_v4	Archaea	Euryarchaeota	Thermoplasmata	E2	Methanomassiliicoccaceae	NA	0
211_v4	Bacteria	Acidobacteria	Chloracidobacteria	RB41	NA	NA	0
211_v4	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	NA	0
211_v4	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	0
211_v4	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Varibaculum	0
211_v4	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Brevibacteriaceae	Brevibacterium	0
211_v4	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	0
211_v4	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Dermabacteraceae	Brachybacterium	0
211_v4	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Intrasporangiaceae	NA	0
211_v4	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Rothia	0
211_v4	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Other	0
211_v4	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	NA	0
211_v4	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Other	0
211_v4	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	NA	0
211_v4	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	0.10603986
211_v4	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	NA	0.001064963
211_v4	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Adlercreutzia	3.04275e-4
211_v4	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Atopobium	0
211_v4	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	0.009128252
211_v4	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Eggerthella	0
211_v4	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Slackia	4.56413e-4
211_v4	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	NA	NA	0
211_v4	Bacteria	Aquificae	Aquificae	Aquificales	Aquificaceae	NA	0
211_v4	Bacteria	Bacteroidetes	NA	NA	NA	NA	0
211_v4	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Other	Other	1.52138e-4
211_v4	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	0.004107713
211_v4	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	0.060246463
211_v4	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	0.008367564
211_v4	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	0
211_v4	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0.004868401
211_v4	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Other	0
211_v4	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	NA	0.001977788
211_v4	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	AF12	0
211_v4	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	0
211_v4	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	NA	0.002434201
211_v4	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Barnesiellaceae	NA	0.007454739
211_v4	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Butyricimonas	0.004868401
211_v4	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Odoribacter	0
211_v4	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Paraprevotellaceae	NA	3.04275e-4
211_v4	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Paraprevotellaceae	CF231	0
211_v4	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Paraprevotellaceae	Paraprevotella	0.001977788
211_v4	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Paraprevotellaceae	YRC22	0
211_v4	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Paraprevotellaceae	Prevotella	0.021147117
211_v4	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Other	0
211_v4	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	NA	0
211_v4	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	0
211_v4	Bacteria	Chloroflexi	Thermomicrobia	JG30-KF-CM45	NA	NA	0
211_v4	Bacteria	Cyanobacteria	4C0d-2	YS2	NA	NA	0
211_v4	Bacteria	Cyanobacteria	Chloroplast	Streptophyta	NA	NA	0
211_v4	Bacteria	Elusimicrobia	Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae	NA	0
211_v4	Bacteria	Elusimicrobia	Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae	Elusimicrobium	0
211_v4	Bacteria	Firmicutes	Other	Other	Other	Other	0
211_v4	Bacteria	Firmicutes	Bacilli	Other	Other	Other	0
211_v4	Bacteria	Firmicutes	Bacilli	Bacillales	Other	Other	0
211_v4	Bacteria	Firmicutes	Bacilli	Bacillales	NA	NA	0
211_v4	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Other	0
211_v4	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA	0
211_v4	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	0
211_v4	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	0
211_v4	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	0
211_v4	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Other	0
211_v4	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Cohnella	0
211_v4	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	0
211_v4	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	NA	0
211_v4	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Lysinibacillus	0
211_v4	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Sporosarcina	0
211_v4	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Other	0
211_v4	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Jeotgalicoccus	0
211_v4	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	0
211_v4	Bacteria	Firmicutes	Bacilli	Gemellales	Gemellaceae	NA	0
211_v4	Bacteria	Firmicutes	Bacilli	Gemellales	Gemellaceae	Gemella	0
211_v4	Bacteria	Firmicutes	Bacilli	Lactobacillales	Other	Other	0
211_v4	Bacteria	Firmicutes	Bacilli	Lactobacillales	NA	NA	0
211_v4	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Other	0
211_v4	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Facklamia	0
211_v4	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	0
211_v4	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Other	0
